50,50,"[0.0, 0.0, 0.0, -0.008037429564089761, -0.021580441376630285, 0.15728934228997668, -0.42960258586521305, -0.16459770867949478, -0.27652745830519193, -0.06589757059358067, -4.873014060649226, -7.1656402483894395]"
50,100,"[0.0, 0.0, -0.01538027774218988, -0.0611171031453763, -0.15686006360570867, -0.13995080704985982, -0.490343549790607, 0.24137053479056045, 1.0346456969110798, -0.8200212536966616, -3.4782097554387015, -6.177281773691633]"
100,50,"[0.0, 0.0, 0.0, -0.05569429141082696, 0.00842704132420653, 0.24421157549932893, -0.09966090328013084, 0.16478232121287095, 0.859382707054842, -1.3637161523734311, -8.369802792860956, -43.139127055335116]"
100,100,"[0.0, 0.0, 0.0, -0.0716166684434237, -0.19964504748025427, 0.16495415866660526, -0.013215274413408562, -0.7067125578097421, -2.2335501801112856, -6.125857305279257, -11.025979253458589, -59.118025595117714]"
