Threshold,Sample Efficiency,Percent Change
0.0,7.22886092053251e-05,0.0
0.4,7.22886092053251e-05,0.0
0.49,7.22886092053251e-05,0.0
0.5800000000000001,7.224834857665745e-05,-0.05569429141082696
0.67,7.229470099629553e-05,0.00842704132420653
0.76,7.246514635677198e-05,0.24421157549932893
0.85,7.221656572442243e-05,-0.09966090328013084
0.9400000000000001,7.240772805354613e-05,0.16478232121287095
1.03,7.290984501200612e-05,0.859382707054842
1.12,7.130279776526597e-05,-1.3637161523734311
1.21,6.623819517313746e-05,-8.369802792860956
1.3,4.1103934233705224e-05,-43.139127055335116
