Threshold,Sample Efficiency,Percent Change
0.0,7.22886092053251e-05,0.0
0.4,7.22886092053251e-05,0.0
0.49,7.227749101645335e-05,-0.01538027774218988
0.5800000000000001,7.224442850147472e-05,-0.0611171031453763
0.67,7.217521724694594e-05,-0.15686006360570867
0.76,7.218744071333713e-05,-0.13995080704985982
0.85,7.193414667285345e-05,-0.490343549790607
0.9400000000000001,7.246309260795665e-05,0.24137053479056045
1.03,7.303654018982486e-05,1.0346456969110798
1.12,7.169582724583971e-05,-0.8200212536966616
1.21,6.977425974787452e-05,-3.4782097554387015
1.3,6.782313812442938e-05,-6.177281773691633
