Threshold,Sample Efficiency,Percent Change
0.0,7.22886092053251e-05,0.0
0.4,7.22886092053251e-05,0.0
0.49,7.22886092053251e-05,0.0
0.5800000000000001,7.223683851174816e-05,-0.0716166684434237
0.67,7.214428857715431e-05,-0.19964504748025427
0.76,7.240785227245153e-05,0.16495415866660526
0.85,7.227905606724898e-05,-0.013215274413408562
0.9400000000000001,7.177773652620506e-05,-0.7067125578097421
1.03,7.067400684421962e-05,-2.2335501801112856
1.12,6.786031215743592e-05,-6.125857305279257
1.21,6.43180821517322e-05,-11.025979253458589
1.3,2.9553010712966382e-05,-59.118025595117714
