Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.15,5.0865786417099445e-05,0.03160225276240665
0.3,5.0834324190725576e-05,-0.030270710113072155
0.44999999999999996,5.120947341072869e-05,0.707489977455311
0.6,5.074405195259035e-05,-0.20779822429643838
0.75,5.0142411270103865e-05,-1.3909723318599636
0.8999999999999999,5.0722522259524154e-05,-0.25013807284929046
1.05,5.2552725596404285e-05,3.3491019100978083
1.2,5.5710306406685235e-05,9.558734945257134
1.3499999999999999,4.6214006398862426e-05,-9.116492003285623
1.5,0.0,-100.0
