Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.15,5.084971676107964e-05,0.0
0.3,5.078553649332227e-05,-0.12621558554382062
0.44999999999999996,5.083279255894441e-05,-0.03328278545729668
0.6,5.099550101674914e-05,0.2866962983382492
0.75,5.134981169098332e-05,0.9834763333164739
0.8999999999999999,5.0935987675773246e-05,0.16965859436140687
1.05,5.106888361045131e-05,0.4310089875257994
1.2,5.324965530357058e-05,4.719669440377004
1.3499999999999999,5.847953216374269e-05,15.004636974699748
1.5,3.281378178835111e-05,-35.469096234048706
