50,50,"[0.0, 0.0, -0.022924463363514145, -0.04746602707815605, -0.5000913395915415, 0.5810251584302148, 1.3186029523077265, 2.6868246513101908, 3.9932101734049272, -0.06266896529188834, -34.73741286723344]"
50,100,"[0.0, 0.0, -0.12621558554382062, -0.03328278545729668, 0.2866962983382492, 0.9834763333164739, 0.16965859436140687, 0.4310089875257994, 4.719669440377004, 15.004636974699748, -35.469096234048706]"
100,50,"[0.0, 0.0, -0.18501842178832834, -0.052714492123358075, -0.22513359704573124, 0.10367584892425101, 0.21097561889384214, -2.0536383617810086, -1.928851293026334, 1.6320047683393055, -78.02704701377245]"
100,100,"[0.0, 0.03160225276240665, -0.030270710113072155, 0.707489977455311, -0.20779822429643838, -1.3909723318599636, -0.25013807284929046, 3.3491019100978083, 9.558734945257134, -9.116492003285623, -100.0]"
