Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.15,5.084971676107964e-05,0.0
0.3,5.0755635417644456e-05,-0.18501842178832834
0.44999999999999996,5.082291159114287e-05,-0.052714492123358075
0.6,5.0735236964647856e-05,-0.22513359704573124
0.75,5.090243563660727e-05,0.10367584892425101
0.8999999999999999,5.0956997265722095e-05,0.21097561889384214
1.05,4.980544747081712e-05,-2.0536383617810086
1.2,4.986890134183333e-05,-1.928851293026334
1.3499999999999999,5.167958656330749e-05,1.6320047683393055
1.5,1.11731843575419e-05,-78.02704701377245
