50,50,"[0.0, 0.0, -0.06479333461824492, -0.05964490434033938, -0.07786904204886307, -0.2014489184903114, 0.4818590635860803, 0.5317496808669332, 0.3687911846668624, 1.781519229704664, -4.380261316011401]"
50,100,"[0.0, 0.0, 0.0, -0.01811972152931311, 0.6272159823458335, 0.44252613611291464, 0.59299217568757, 0.4033865461245057, -1.2416966573632005, -1.2027543239818184, 5.965382973291342]"
100,50,"[0.0, 0.0, 0.0, -0.07887108243205036, 0.250767870973904, 0.6945510789548904, 0.3765354815826893, -0.34698520564125407, -0.6349594582866628, 0.052394597227104364, 0.26260047976372136]"
100,100,"[0.0, 0.0, 0.0, 0.0, 0.5878849007642266, 0.5772404266284168, 0.7534327810647523, 0.6330202969344629, -1.3505498633451192, -2.286269983034839, -26.17070430136347]"
