overall_entropy,grad_entropy,l1_entropy,l1_grad_entropy,l2_entropy,l2_grad_entropy,num_steps,success
1.0780841487940418,0.5333004262394299,0.5754322679246742,0.4632756097757895,1.656258619404087,0.8412532672831601,12000,True
0.7885471535481245,0.407632802105833,0.48416688776709127,0.36685572992310445,1.2697891228346447,0.5730745739072811,13500,True
1.3657996303473514,0.6581452481057868,0.8899551274262514,0.47230501946576636,1.5677834563744149,0.8734528352010018,12500,True
0.8501592992285262,0.39136832371556196,0.5739687504348326,0.29051918233727037,1.3170149729634848,0.7032939375293672,30000,True
0.6505296516976674,0.44664938664964143,0.484182210283891,0.39657430413583356,1.09500220785811,0.8539513996213021,14000,True
1.0643406166737026,0.5937657677556543,0.7221613953464238,0.4376174471767713,1.504591325802038,1.1741791132285835,10500,True
1.4449904068030548,0.7098783030326558,1.034401121862093,0.5807259229784305,1.6375710921248625,0.8994685274396481,14000,True
0.9623973377132127,0.22100674183241015,0.4965927794028928,0.22850292980801498,0.6608169967856113,0.3413955980267902,25000,True
1.043250575225809,0.7078295810355066,0.6480938682005184,0.45213147602648196,1.5680407734306305,0.9868408281718171,14500,True
1.0544896999546283,0.5182111716267852,0.48173502168759014,0.4240014873911636,1.209541892107332,0.8176173602486994,23500,True
0.8738605290606094,0.6570108354103134,0.4324539344761593,0.42985280115021923,1.2428254172747852,1.05424383520205,22500,True
1.2275916025435603,0.7654160246268757,0.8076629644338513,0.8849097588216867,1.5161825642187619,0.9857636354215209,13000,True
1.1565796676160542,0.401799726023672,0.7716681959505947,0.3157508932267173,1.3207626928027292,0.7265140646969359,14000,True
1.015610374169145,0.5243499286242715,0.6524068240720865,0.46390238058370414,1.417104088728524,0.6640106467871353,22000,True
1.1460977944514927,0.6520718539256309,0.7224213070660258,0.44155252035027853,1.4888894027115032,0.9596674021241466,11000,True
1.2630135812864725,0.9964784750790906,0.8387339042660099,0.8883382655289473,1.6459419160923698,1.1616161962938132,12000,True
1.2356445071466935,0.9359146024643015,0.9005824030637384,0.5971838882766553,1.644088216036404,1.2216743785646051,16000,True
0.7356414787424018,0.3680544289587754,0.4522435445677395,0.3401786403183381,1.0402088013871107,0.7473074509366312,24000,True
1.024960134027062,0.6881782127524466,0.6115990286591431,0.44069662168125384,1.5856719933197034,0.9331587904019425,10000,True
