50,50,"[0.0, 0.0, -1.9792746791750682, -2.7561419849714897, -7.707716248679251, -1.0529676632887985, -58.24682186571608, -100.0, -100.0, -100.0, -100.0]"
100,50,"[0.0, 0.0, -1.9792897024248115, -1.5332955805147903, 1.1705217581032756, 4.461577299707398, -31.477749344185995, -100.0, -100.0, -100.0, -100.0]"
