Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.4,5.084971676107964e-05,0.0
0.49,5.084971676107964e-05,0.0
0.5800000000000001,5.084971676107964e-05,0.0
0.67,5.084971676107964e-05,0.0
0.76,5.0816769533946205e-05,-0.06479333461824492
0.85,5.0816769533946205e-05,-0.06479333461824492
0.9400000000000001,5.081938749616016e-05,-0.05964490434033938
1.03,5.080763386372308e-05,-0.08275935450002124
1.12,5.101248996282026e-05,0.3201064078791604
1.21,5.112681718383321e-05,0.5449399532656951
1.3,5.112934037532307e-05,0.5499020094000887
