Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.4,5.084971676107964e-05,0.0
0.49,5.084971676107964e-05,0.0
0.5800000000000001,5.084971676107964e-05,0.0
0.67,5.084971676107964e-05,0.0
0.76,5.084971676107964e-05,0.0
0.85,5.084971676107964e-05,0.0
0.9400000000000001,5.084360240302921e-05,-0.012024369927491054
1.03,5.09135479873659e-05,0.1255291678145854
1.12,5.111431953634454e-05,0.5203623385124259
1.21,5.133303718119575e-05,0.9504879297303015
1.3,5.095855969110582e-05,0.21404825229919205
