Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.4,5.084971676107964e-05,0.0
0.49,5.084971676107964e-05,0.0
0.5800000000000001,5.084971676107964e-05,0.0
0.67,5.084971676107964e-05,0.0
0.76,5.084971676107964e-05,0.0
0.85,5.084971676107964e-05,0.0
0.9400000000000001,5.087444627304622e-05,0.04863254614135541
1.03,5.106980101667358e-05,0.43281313960511614
1.12,5.0938283176103835e-05,0.17417287777693707
1.21,5.119465794873578e-05,0.6783541966946779
1.3,5.0998569552317434e-05,0.29273081684444
