Threshold,Sample Efficiency,Percent Change
0.0,7.097735822272695e-05,0.0
0.4,7.097735822272695e-05,0.0
0.49,7.097735822272695e-05,0.0
0.5800000000000001,7.074697970303384e-05,-0.3245802963956146
0.67,7.076013319554484e-05,-0.306048340796876
0.76,7.086566070010386e-05,-0.15737063962366968
0.85,7.016943351018313e-05,-1.1382851275029915
0.9400000000000001,6.978005139206488e-05,-1.6868855937197902
1.03,7.109004739336493e-05,0.15876777251185753
1.12,7.017290023873255e-05,-1.1334008536497078
1.21,5.2356020942408376e-05,-26.23560209424084
1.3,4.098360655737705e-05,-42.25819672131148
