Threshold,Sample Efficiency,Percent Change
0.0,7.097735822272695e-05,0.0
0.4,7.097735822272695e-05,0.0
0.49,7.097735822272695e-05,0.0
0.5800000000000001,7.097735822272695e-05,0.0
0.67,7.097405775819872e-05,-0.004650024473814437
0.76,7.118515713744794e-05,0.29276789095040673
0.85,7.016198920071995e-05,-1.1487734151056639
0.9400000000000001,6.981193519498494e-05,-1.6419645037857131
1.03,6.8849315864393e-05,-2.998198878656707
1.12,7.443604750269902e-05,4.872947326552646
1.21,6.36835930953578e-05,-10.276185687950395
1.3,5.089058524173028e-05,-28.30025445292621
