Threshold,Sample Efficiency,Percent Change
0.0,7.097735822272695e-05,0.0
0.4,7.097735822272695e-05,0.0
0.49,7.097735822272695e-05,0.0
0.5800000000000001,7.097735822272695e-05,0.0
0.67,7.1077052367692e-05,0.14045908084125308
0.76,7.132677937165882e-05,0.4922994567301112
0.85,7.093417496054873e-05,-0.060840898082892204
0.9400000000000001,7.041942799657609e-05,-0.7860678956239424
1.03,6.994302149495037e-05,-1.4572770157644233
1.12,7.160064239828694e-05,0.8781450749464745
1.21,6.859382655560999e-05,-3.358157765801079
1.3,6.915097963887822e-05,-2.573184786784468
