50,50,"[0.0, 0.0, 4.141498792632362, 22.78736932578454, -13.729607568645752, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
50,150,"[0.0, 0.0, 1.343408110428431, 46.65852653191372, 185.34248285410573, 309.0275631327509, -100.0, -100.0, -100.0, -100.0, -100.0]"
100,50,"[0.0, 0.0, 4.141067449392928, 46.651683296134124, 136.96652686803952, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
100,150,"[0.0, 0.0, 4.141067449392928, 8.807916450291387, 161.6181270181499, 505.19263787929833, -100.0, -100.0, -100.0, -100.0, -100.0]"
