Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.15,5.084971676107964e-05,0.0
0.3,5.082413912857639e-05,-0.05030044242611906
0.44999999999999996,5.096088081859268e-05,0.21861293354955724
0.6,5.084002521445994e-05,-0.01905919489234252
0.75,5.1575338416977004e-05,1.4269925225085107
0.8999999999999999,5.164198440092636e-05,1.558057134456103
1.05,5.113315175497199e-05,0.5573973896926243
1.2,5.119632222338314e-05,0.6816271247528124
1.3499999999999999,4.967216371945162e-05,-2.3157514272121196
1.5,3.64741641337386e-05,-28.270664111828616
