Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.15,5.084971676107964e-05,0.0
0.3,5.0852377949287766e-05,0.005233437622924126
0.44999999999999996,5.0931276372725565e-05,0.1603934433482423
0.6,5.099525744105798e-05,0.2862172874279175
0.75,5.128388271847434e-05,0.8538217812198533
0.8999999999999999,5.054874086594617e-05,-0.5918929628411147
1.05,5.125472854174436e-05,0.7964877809795731
1.2,5.1432085421985354e-05,1.1452741490026501
1.3499999999999999,5.1588249343205156e-05,1.4523828826727847
1.5,4.024144869215292e-05,-20.862000311172405
