50,50,"[0.0, 0.0, -0.05964490434033938, -0.19973960592112777, -0.32939213110931315, 0.3026957464246219, 0.39233472162285876, -0.21483599697575242, -3.0368308830504667, -2.1550185982084415, -8.400104623877636]"
50,100,"[0.0, 0.0, 0.005233437622924126, 0.1603934433482423, 0.2862172874279175, 0.8538217812198533, -0.5918929628411147, 0.7964877809795731, 1.1452741490026501, 1.4523828826727847, -20.862000311172405]"
100,50,"[0.0, 0.0, -0.06031229904670367, -0.1963642515624565, 0.5967806276520622, 1.0397703155488656, -1.3842278492934166, -0.6251032542160428, -3.1541146353127054, -4.431891844458479, -33.44909332428542]"
100,100,"[0.0, 0.0, -0.05030044242611906, 0.21861293354955724, -0.01905919489234252, 1.4269925225085107, 1.558057134456103, 0.5573973896926243, 0.6816271247528124, -2.3157514272121196, -28.270664111828616]"
