Threshold,Sample Efficiency,Percent Change
0.0,5.084971676107964e-05,0.0
0.15,5.084971676107964e-05,0.0
0.3,5.081938749616016e-05,-0.05964490434033938
0.44999999999999996,5.074814973720905e-05,-0.19973960592112777
0.6,5.068222179537727e-05,-0.32939213110931315
0.75,5.10036366907844e-05,0.3026957464246219
0.8999999999999999,5.1049217855780235e-05,0.39233472162285876
1.05,5.074047326511663e-05,-0.21483599697575242
1.2,4.9305496858535485e-05,-3.0368308830504667
1.3499999999999999,4.975389590774206e-05,-2.1550185982084415
1.5,4.657828735220351e-05,-8.400104623877636
