Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.4397948508586156e-05,0.3520487575500294
1.03,4.433396545538414e-05,0.2074287764411306
1.12,4.4724590678453734e-05,1.090353387785004
1.21,4.464285714285714e-05,0.9056122448979655
1.3,4.404549509366637e-05,-0.44459666114437757
