50,50,"[0.0, 0.0, 0.0, 0.0, -0.11085424616327443, 0.35527330673547464, -0.7483563264074745, 0.027730881137973656, 0.9675901182964664, 7.298573254388485, 22.508710801393736]"
50,100,"[0.0, 0.0, 0.353329068451369, -0.13207143226262338, -1.6250592495504645, -2.8878318244591075, -1.8795768497320404, -3.400779080066376, 4.726772826211492, 25.484286705660757, 22.508710801393736]"
100,50,"[0.0, 0.0, 0.10481505591843415, -0.13723203212660856, -1.6158080191612239, -1.958437475307432, -0.5951429028351974, -5.8671875774673, 2.2938864177097336, 15.320699708454821, -17.507820646506765]"
100,100,"[0.0, 0.0, -0.24610300671782812, -0.36159135344126553, -0.6683434027925692, -1.2700477960700893, 2.2486795501149617, -2.143661170416729, 7.1709189433280764, 8.147641831852368, -100.0]"
