Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.42674875656698e-05,0.05716975200394284
1.03,4.4270969770000524e-05,0.06504052870690476
1.12,4.4106236131719735e-05,-0.30730456056147204
1.21,4.342022267533115e-05,-1.8578909758443551
1.3,4.3102680559266184e-05,-2.575626884470057
