Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.15,4.4242194412842874e-05,0.0
0.3,4.4242194412842874e-05,0.0
0.44999999999999996,4.42238963309593e-05,-0.041358893080279194
0.6,4.378470739000427e-05,-1.0340513821931934
0.75,4.222790740683661e-05,-4.552864144147307
0.8999999999999999,4.2582735477898635e-05,-3.75085132409825
1.05,4.5239968528717545e-05,2.255254580195578
1.2,5.093378607809847e-05,15.124909046810576
1.3499999999999999,4.0160642570281125e-05,-9.225473321858857
1.5,0.0,-100.0
