Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.4242194412842874e-05,0.0
1.03,4.443755490104893e-05,0.44157052062803814
1.12,4.4158534590852095e-05,-0.1890951005054438
1.21,4.367570069129089e-05,-1.2804376660565013
1.3,4.21488519983732e-05,-4.731551954534162
