Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.4177573534078934e-05,-0.14606164911472408
1.03,4.4722251281514805e-05,1.085065682303898
1.12,4.470426409903714e-05,1.0444095107093785
1.21,4.437809037241984e-05,0.3071636960609688
1.3,4.364266818120675e-05,-1.3551005767066835
