Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.4242194412842874e-05,0.0
1.03,4.447218537879379e-05,0.5198452947536221
1.12,4.4440809204427723e-05,0.44892617606506924
1.21,4.3829066640103595e-05,-0.9337868028972679
1.3,4.318136171922073e-05,-2.397784982641366
