overall_entropy,grad_entropy,l1_entropy,l1_grad_entropy,l2_entropy,l2_grad_entropy,num_steps,success
1.3801458181783965,1.1641012500092205,1.3801458181783965,1.1641012500092205,nan,nan,14000,True
1.625770373044345,1.4278302069531654,1.625770373044345,1.4278302069531654,nan,nan,12000,True
1.4599155425046884,1.2488703515167041,1.4599155425046884,1.2488703515167041,nan,nan,30500,True
1.3820185233941507,1.000638133245871,1.3820185233941507,1.000638133245871,nan,nan,22000,True
1.5711852587107733,0.9129027208331507,1.5711852587107733,0.9129027208331507,nan,nan,14500,True
1.2273115769568743,0.9721959516719161,1.2273115769568743,0.9721959516719161,nan,nan,31500,True
1.5212589105027536,1.3179578056992427,1.5212589105027536,1.3179578056992427,nan,nan,24500,True
1.5384797215682262,1.2845449525468624,1.5384797215682262,1.2845449525468624,nan,nan,36500,True
1.4731439873464314,1.2945783922735241,1.4731439873464314,1.2945783922735241,nan,nan,24000,True
1.459618115343858,1.1784405776749591,1.459618115343858,1.1784405776749591,nan,nan,17500,True
1.5428343037329384,1.0672078247427499,1.5428343037329384,1.0672078247427499,nan,nan,8500,True
1.8195439710375811,1.4177690777964895,1.8195439710375811,1.4177690777964895,nan,nan,25000,True
1.6662177878839994,1.3034240064694926,1.6662177878839994,1.3034240064694926,nan,nan,12000,True
1.699131198944565,1.4004771938390843,1.699131198944565,1.4004771938390843,nan,nan,26000,True
1.2334263521805986,1.0274097390247419,1.2334263521805986,1.0274097390247419,nan,nan,17000,True
1.5382318664476495,1.1280894186192119,1.5382318664476495,1.1280894186192119,nan,nan,13000,True
1.4150630539933775,1.122346541819178,1.4150630539933775,1.122346541819178,nan,nan,14500,True
1.4329360461100558,1.2419484576948163,1.4329360461100558,1.2419484576948163,nan,nan,8500,True
1.2826550539727386,1.0464506176578108,1.2826550539727386,1.0464506176578108,nan,nan,12500,True
1.517864146202109,1.4781947698385318,1.517864146202109,1.4781947698385318,nan,nan,40000,True
1.0231257753923555,0.6533054690211406,1.0231257753923555,0.6533054690211406,nan,nan,11000,True
1.5854107362275562,1.3059660592756541,1.5854107362275562,1.3059660592756541,nan,nan,12500,True
1.7171774827486974,1.4519658566605245,1.7171774827486974,1.4519658566605245,nan,nan,16000,True
1.4797724352760342,1.412002190429129,1.4797724352760342,1.412002190429129,nan,nan,38500,True
1.2925785122359428,1.1620758778803881,1.2925785122359428,1.1620758778803881,nan,nan,30000,True
1.695111074892293,1.4070375812324452,1.695111074892293,1.4070375812324452,nan,nan,13000,True
1.563641349652614,1.2329676616552798,1.563641349652614,1.2329676616552798,nan,nan,13000,True
1.5962585756553531,1.2704340247259243,1.5962585756553531,1.2704340247259243,nan,nan,29000,True
1.077893451914544,1.0540625137266515,1.077893451914544,1.0540625137266515,nan,nan,11500,True
1.3608540683744996,1.0597121559685025,1.3608540683744996,1.0597121559685025,nan,nan,12500,True
1.4909347175004217,1.23463628852676,1.4909347175004217,1.23463628852676,nan,nan,20000,True
1.4356442063674466,1.1549373734306598,1.4356442063674466,1.1549373734306598,nan,nan,18500,True
1.5664032934263241,1.084783217818544,1.5664032934263241,1.084783217818544,nan,nan,9500,True
1.7390865141057428,1.3988802800560194,1.7390865141057428,1.3988802800560194,nan,nan,11000,True
1.6048632170178556,1.3632998543503356,1.6048632170178556,1.3632998543503356,nan,nan,11000,True
1.392752875930308,0.9256767268975192,1.392752875930308,0.9256767268975192,nan,nan,30000,True
1.4505797423948568,0.9038893835029509,1.4505797423948568,0.9038893835029509,nan,nan,16500,True
1.3539050587782546,1.110779355484792,1.3539050587782546,1.110779355484792,nan,nan,12000,True
1.0673115468369045,0.9803102881378497,1.0673115468369045,0.9803102881378497,nan,nan,24000,True
1.5019763780522928,1.5011657878965439,1.5019763780522928,1.5011657878965439,nan,nan,20000,True
1.5180434855874236,1.2307352860941083,1.5180434855874236,1.2307352860941083,nan,nan,27500,True
1.4408212928953017,1.2233713683751075,1.4408212928953017,1.2233713683751075,nan,nan,12500,True
1.3929456412541932,1.002198869857838,1.3929456412541932,1.002198869857838,nan,nan,-1,False
1.1757601838401686,1.182222402522373,1.1757601838401686,1.182222402522373,nan,nan,8000,True
1.4356516838588063,1.1229799237277398,1.4356516838588063,1.1229799237277398,nan,nan,24000,True
1.379693102288855,1.091391512854027,1.379693102288855,1.091391512854027,nan,nan,14500,True
1.63039187221687,1.2634801621227745,1.63039187221687,1.2634801621227745,nan,nan,12500,True
1.1816482499669456,0.9566671790974071,1.1816482499669456,0.9566671790974071,nan,nan,13000,True
1.4565588953610233,1.1189524986791866,1.4565588953610233,1.1189524986791866,nan,nan,32500,True
1.1134071529487504,1.2936385226694043,1.1134071529487504,1.2936385226694043,nan,nan,22000,True
1.2734605982541427,0.8971749520593811,1.2734605982541427,0.8971749520593811,nan,nan,15500,True
1.3765597912016694,1.1004935088891792,1.3765597912016694,1.1004935088891792,nan,nan,22500,True
1.3560796553044245,1.2539960262882943,1.3560796553044245,1.2539960262882943,nan,nan,19500,True
1.1164150474335122,0.8754386282402874,1.1164150474335122,0.8754386282402874,nan,nan,19500,True
1.3807490996699925,1.3636101737774486,1.3807490996699925,1.3636101737774486,nan,nan,19000,True
1.3693850127662885,1.3852289218452054,1.3693850127662885,1.3852289218452054,nan,nan,-1,False
1.3639466744138993,1.1235854703037047,1.3639466744138993,1.1235854703037047,nan,nan,37000,True
1.6462095515672852,1.1374518519509216,1.6462095515672852,1.1374518519509216,nan,nan,27000,True
1.3689036659677543,0.9707115844275811,1.3689036659677543,0.9707115844275811,nan,nan,24500,True
1.6354548977242125,1.3092559070265775,1.6354548977242125,1.3092559070265775,nan,nan,25500,True
1.3723729580627146,1.2175411837296475,1.3723729580627146,1.2175411837296475,nan,nan,21000,True
1.4213385146753021,1.185694227514555,1.4213385146753021,1.185694227514555,nan,nan,11500,True
1.5004270324472184,1.0939452197494186,1.5004270324472184,1.0939452197494186,nan,nan,-1,False
1.4386391968538719,1.2126088466736578,1.4386391968538719,1.2126088466736578,nan,nan,22500,True
1.3743012908456966,1.1249655100892175,1.3743012908456966,1.1249655100892175,nan,nan,14500,True
1.5253507956976127,1.2987358211974736,1.5253507956976127,1.2987358211974736,nan,nan,-1,False
1.6362242636123232,1.4189501512559517,1.6362242636123232,1.4189501512559517,nan,nan,5000,True
1.3289472404249403,1.1812233712426978,1.3289472404249403,1.1812233712426978,nan,nan,11500,True
1.5527066832118674,1.3573285593930402,1.5527066832118674,1.3573285593930402,nan,nan,13500,True
1.5613036197555608,1.2250972014583081,1.5613036197555608,1.2250972014583081,nan,nan,20500,True
1.317767210151703,1.0882511869184264,1.317767210151703,1.0882511869184264,nan,nan,13000,True
1.1175917353090383,0.5829635531679566,1.1175917353090383,0.5829635531679566,nan,nan,19000,True
1.4520623105747124,1.2288687416710597,1.4520623105747124,1.2288687416710597,nan,nan,-1,False
1.505587320571177,1.1548649979929584,1.505587320571177,1.1548649979929584,nan,nan,17500,True
1.6858967509175817,1.3272495640001452,1.6858967509175817,1.3272495640001452,nan,nan,30500,True
1.4373193803378492,1.1024258960375417,1.4373193803378492,1.1024258960375417,nan,nan,23000,True
1.4262999748124905,1.0893082890191115,1.4262999748124905,1.0893082890191115,nan,nan,15000,True
1.6655984202318805,1.3991414545482126,1.6655984202318805,1.3991414545482126,nan,nan,18000,True
1.3751457668297213,1.2037709485727766,1.3751457668297213,1.2037709485727766,nan,nan,22000,True
1.4945997125013046,1.130128567956153,1.4945997125013046,1.130128567956153,nan,nan,13500,True
1.4011042036320636,0.9948632654389953,1.4011042036320636,0.9948632654389953,nan,nan,18000,True
1.4290831760789788,1.327762249942589,1.4290831760789788,1.327762249942589,nan,nan,14500,True
1.5263552786923134,1.344226364250198,1.5263552786923134,1.344226364250198,nan,nan,10000,True
1.4748307560349077,1.1274376292524528,1.4748307560349077,1.1274376292524528,nan,nan,17500,True
1.774414558871995,1.4379897601598388,1.774414558871995,1.4379897601598388,nan,nan,10500,True
1.0984168388608526,0.6158998255421544,1.0984168388608526,0.6158998255421544,nan,nan,17000,True
1.4762133155366532,1.020678364702265,1.4762133155366532,1.020678364702265,nan,nan,9000,True
1.303484941580958,1.0778751323249185,1.303484941580958,1.0778751323249185,nan,nan,9000,True
1.5662956468960323,1.3252120884794043,1.5662956468960323,1.3252120884794043,nan,nan,42500,True
1.4453760388098504,1.0541434757785937,1.4453760388098504,1.0541434757785937,nan,nan,28500,True
1.3688817114204332,1.0814347249622982,1.3688817114204332,1.0814347249622982,nan,nan,22000,True
1.1357683604637372,0.6687140138736845,1.1357683604637372,0.6687140138736845,nan,nan,19500,True
1.4983405869378914,1.2459010429448385,1.4983405869378914,1.2459010429448385,nan,nan,25000,True
1.6024989257026583,1.396866783261746,1.6024989257026583,1.396866783261746,nan,nan,22000,True
1.598907172745206,1.2910372637889798,1.598907172745206,1.2910372637889798,nan,nan,39500,True
1.592029449577142,1.2657005735498195,1.592029449577142,1.2657005735498195,nan,nan,13000,True
1.5622493258277896,1.3251877499931781,1.5622493258277896,1.3251877499931781,nan,nan,19000,True
1.4325656038825025,1.1404266776739107,1.4325656038825025,1.1404266776739107,nan,nan,36500,True
1.2882693131063891,1.1486468542756758,1.2882693131063891,1.1486468542756758,nan,nan,11500,True
1.426892528046478,1.2568451842374297,1.426892528046478,1.2568451842374297,nan,nan,20000,True
1.499786430639432,1.334760668131121,1.499786430639432,1.334760668131121,nan,nan,32500,True
1.3269520608959793,1.3287171552716983,1.3269520608959793,1.3287171552716983,nan,nan,21500,True
1.3801747035728096,1.0768614229421902,1.3801747035728096,1.0768614229421902,nan,nan,16500,True
1.2312064912041278,0.7783743282968962,1.2312064912041278,0.7783743282968962,nan,nan,25000,True
1.1938787948537624,0.9614507164684752,1.1938787948537624,0.9614507164684752,nan,nan,22000,True
1.5234938175108212,1.2961070158648416,1.5234938175108212,1.2961070158648416,nan,nan,39500,True
1.3880843198980537,0.95639767995336,1.3880843198980537,0.95639767995336,nan,nan,13000,True
1.3499377367195804,0.9876308244713159,1.3499377367195804,0.9876308244713159,nan,nan,19000,True
1.4269550676767622,1.0034723814785718,1.4269550676767622,1.0034723814785718,nan,nan,36500,True
1.311280227706462,1.1411522448937796,1.311280227706462,1.1411522448937796,nan,nan,11500,True
1.5923083957271136,1.1360079676561061,1.5923083957271136,1.1360079676561061,nan,nan,20000,True
1.5505385397569869,1.2107461446721288,1.5505385397569869,1.2107461446721288,nan,nan,32500,True
1.4063171694534886,1.288854069832256,1.4063171694534886,1.288854069832256,nan,nan,21500,True
1.706833887377439,1.5130371709684376,1.706833887377439,1.5130371709684376,nan,nan,16500,True
1.0812787800670247,1.0183955504038624,1.0812787800670247,1.0183955504038624,nan,nan,25000,True
1.2254053938598957,0.7602018243704891,1.2254053938598957,0.7602018243704891,nan,nan,22000,True
1.398175268375403,1.3062038114187977,1.398175268375403,1.3062038114187977,nan,nan,39500,True
1.4605704531024175,1.1439495825634225,1.4605704531024175,1.1439495825634225,nan,nan,13000,True
1.522506689033522,1.1470827742990728,1.522506689033522,1.1470827742990728,nan,nan,19000,True
1.6227704778092504,1.1673123834378307,1.6227704778092504,1.1673123834378307,nan,nan,36500,True
