Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.4242194412842874e-05,0.0
1.03,4.411149560786401e-05,-0.29541664176793725
1.12,4.4061633200175185e-05,-0.4081199295468819
1.21,4.411397497433621e-05,-0.2898125651503427
1.3,4.389507856914237e-05,-0.7845809827184866
