Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.15,4.4242194412842874e-05,0.0
0.3,4.4398514946224216e-05,0.353329068451369
0.44999999999999996,4.429393662361742e-05,0.11695217983926828
0.6,4.429393662361742e-05,0.11695217983926828
0.75,4.474508462085121e-05,1.136675553015418
0.8999999999999999,4.450202794051374e-05,0.5872980106869241
1.05,4.42700472884596e-05,0.06295545685826458
1.2,4.102611381289326e-05,-7.269261036057537
1.3499999999999999,4.5071631700380965e-05,1.8747652519182387
1.5,3.5056967572305e-05,-20.76123701014147
