Threshold,Sample Efficiency,Percent Change
0.0,4.4242194412842874e-05,0.0
0.4,4.4242194412842874e-05,0.0
0.49,4.4242194412842874e-05,0.0
0.5800000000000001,4.4242194412842874e-05,0.0
0.67,4.4242194412842874e-05,0.0
0.76,4.4242194412842874e-05,0.0
0.85,4.4242194412842874e-05,0.0
0.9400000000000001,4.4242194412842874e-05,0.0
1.03,4.428289861008012e-05,0.09200311552681244
1.12,4.429737951646475e-05,0.1247341013579015
1.21,4.395478935951593e-05,-0.6496175362484177
1.3,4.274898838271766e-05,-3.375072258377301
