50,50,"[0.0, 0.0, 0.0, 0.009909241913919621, -0.27322453535967267, -0.9888281901601148, -0.7719659827273395, -2.3913585162347406, -40.07587412747036, -100.0, -100.0]"
50,100,"[0.0, 0.0, -0.034599272439736796, 0.24089636972778705, -0.4949569596922008, -0.29337597413484784, 1.6624680620173713, -1.2553751659322256, -33.9735767547876, -100.0, -100.0]"
100,50,"[0.0, 0.0, 0.03476214947516658, 0.37508548171312117, -0.4279640987602183, -0.48810355395249105, -2.4303125076347505, -20.56980629881456, -68.55917161889296, -100.0, -100.0]"
100,100,"[0.0, 0.0, 0.008661384162044804, 0.029838842923262065, 0.5080520033732983, -0.3499605087103219, -3.823908093783978, -19.11596439425129, -85.18247594277403, -100.0, -100.0]"
