Threshold,Sample Efficiency,Percent Change
0.0,7.245051880970883e-05,0.0
0.15,7.245051880970883e-05,0.0
0.3,7.245679402747033e-05,0.008661384162044804
0.44999999999999996,7.247213720621355e-05,0.029838842923262065
0.6,7.28186051219759e-05,0.5080520033732983
0.75,7.21969706055191e-05,-0.3499605087103219
0.8999999999999999,6.968007755695589e-05,-3.823908093783978
1.05,5.860090343059456e-05,-19.11596439425129
1.2,1.0735373054213634e-05,-85.18247594277403
1.3499999999999999,0.0,-100.0
1.5,0.0,-100.0
