Threshold,Sample Efficiency,Percent Change
0.0,7.245051880970883e-05,0.0
0.15,7.245051880970883e-05,0.0
0.3,7.242545145732186e-05,-0.034599272439736796
0.44999999999999996,7.262504947937037e-05,0.24089636972778705
0.6,7.209191992452707e-05,-0.4949569596922008
0.75,7.22379663943851e-05,-0.29337597413484784
0.8999999999999999,7.365498554568613e-05,1.6624680620173713
1.05,7.154099298898269e-05,-1.2553751659322256
1.2,4.783648619265057e-05,-33.9735767547876
1.3499999999999999,0.0,-100.0
1.5,0.0,-100.0
