overall_entropy,grad_entropy,l1_entropy,l1_grad_entropy,l2_entropy,l2_grad_entropy,num_steps,success
1.0381260604590143,0.7630396224609901,0.6127066236943336,0.4759178379541282,1.5548237492792722,1.3098446216296755,12000,True
1.1540183787057743,1.0047844035160893,0.6985394644063676,0.6228410040471415,1.3785066046645666,1.0927625762530817,13500,True
1.3375981052737735,0.8548590523439863,0.8680572347903035,0.5895229871271132,1.6290740346720225,1.455348690440203,12500,True
0.9741082749625178,0.6885711621589208,0.642219269287568,0.5155002853352948,1.3348322058747362,1.1068773722466423,30000,True
1.0823811867881088,0.829806317793054,0.7216654477521471,0.8092909868011973,1.2944528032686051,0.9616088079723282,14000,True
1.2127105183283788,0.7556514144065162,0.8312506380145224,0.6129126305329156,1.610802032953876,1.3314993245549738,10500,True
1.285084914901334,0.8825227642620914,0.8494935754005696,0.8007461182781009,1.470409776923982,1.1548322229338948,14000,True
1.3003321952142657,1.2095557712389278,1.277684165714993,1.0707940486757674,1.4647973500986593,1.260107136749588,25000,True
1.0615155188466887,0.884391530666113,0.653501384085932,0.5971094281411637,1.493784646456366,1.2873123433714941,14500,True
0.9915582131524017,0.9455348614616521,0.6760005195819271,0.6791540865614609,1.493388513661836,1.2738900366408301,23500,True
0.9891972337052289,1.0000442854116691,0.6535131738243213,0.6685146968661402,1.5464810972814678,1.3188710298023125,22500,True
1.0866670753204848,0.8232701719723329,0.6638032878666272,0.5807280667988542,1.5445128366228675,1.0955108337422477,13000,True
1.1064663403081532,0.7990621952939563,0.8969636168588545,0.5538289191898682,1.22946551713379,0.9838454390464377,14000,True
1.230180932746716,0.6407148211160928,0.9613087675117417,0.7702428435292643,1.4346711860822206,0.8766860364638596,22000,True
1.2794647078831587,0.9092130913376419,0.8466980131617486,0.721293749648727,1.5539375605175134,1.2432137130811498,11000,True
1.1675707959543515,1.0463912448899582,0.7558375104734629,0.7200873098382891,1.5700016345758203,1.326055745101548,12000,True
1.1805696613102146,0.8323002177518855,0.7869188108287953,0.6802691281032001,1.6129700937022342,1.2768185785319899,16000,True
0.632385010535406,0.851712182563496,0.42188313334746175,0.650322936825211,0.9884982950891338,0.7380354684247383,24000,True
1.1639725241612313,0.829128672923752,0.7643813383675782,0.583737206180483,1.6430334818276715,1.4729351799472001,10000,True
1.0354004020024876,0.6725171448531566,0.6796700416924882,0.5426432959423253,1.3586786866311458,1.0375757873157192,11000,True
1.0587544153194675,0.8944855073894344,0.5959542410281568,0.6295586146136184,1.6260227780292524,1.2884291217067032,11000,True
0.9141879467031411,0.4366061099752061,0.6707859875933373,0.44963423890715437,1.1508896786543616,0.5876742657570605,17000,True
1.0159987610244998,1.117065364260128,0.7103593776674434,0.9597240023438987,1.6218143488028125,1.4671234624263885,2000,True
1.1579608114316862,0.7695310092992865,0.7800494972035714,0.8066404920831611,1.3839384646591062,1.0612940733340883,13000,True
1.032171167306835,0.9260443777985147,0.7858057099978751,0.5639048830305533,1.3512393463538768,0.893250095095351,19000,True
0.9928482109973231,0.517820207094483,0.6396500687024367,0.513174710720887,1.4632974669353753,1.3146201114061928,8000,True
1.0320613234675116,0.7123049389647799,0.6065589680446996,0.4834031107596359,1.6287765626419508,1.401180729499608,20000,True
1.0220922575961509,0.5557054793370515,0.6846089912622688,0.3765602687297913,1.5148968099523548,1.3852135211979129,13000,True
1.1093755318921583,0.75993877546002,0.5804754975561613,0.44199978950811597,1.7222283192561896,1.5997576543595953,18000,True
1.110676601840317,0.8911424280221392,0.696019809792487,0.6976483677827794,1.6693672343740853,1.4004404319074442,13000,True
1.2049149116178741,0.9551587750186902,0.843800750698307,0.5590341750522072,1.4364625302759966,0.7332624672240846,9000,True
0.7840892859544512,0.5590456969497464,0.4652775129328462,0.4185238295921325,1.326591307443093,1.0785724646477006,8000,True
1.1561991386306105,0.9368656080370317,0.6115172396368566,0.6841894105091362,1.5935720092213763,1.4781190982769608,12000,True
1.1011828516741562,0.7595164350864374,0.7395317290834382,0.5785144624822401,1.4550327606789415,1.1959783881047057,18500,True
1.178564471171723,0.9319663166219659,0.6198085061107816,0.7310188217750354,1.6819999182899168,1.530435613165725,10000,True
0.8768454916454933,0.42810430818666334,0.4800379465809396,0.3590006382015416,1.3057418062720687,1.094668348432815,7000,True
0.9272331658593616,0.8006521487324239,0.5458373819425615,0.44708336900395407,1.404623678444871,1.1547601906203173,17500,True
0.9981614785882316,0.6159106832957657,0.7362828991886361,0.4586650984451498,1.265981676660605,0.8608322517628102,10000,True
0.9779206603649833,0.8565985309858839,0.6146322939715243,0.4965002512045373,1.502921229794552,1.2611809999722667,11500,True
1.1218644703495118,0.701581371686438,0.5788567138583611,0.683409279840416,1.4745597035965015,1.334979564884837,12500,True
0.905496151168371,0.7376313329199736,0.517435625636096,0.4514111691313559,1.227304940569822,0.8470398019939669,10500,True
1.1251219655201816,0.802630516557721,0.8354465787201717,0.7851107569581601,1.3384175001345306,1.0060900768993641,10000,True
1.1584204326233183,0.8156211449160737,0.9695068532615339,0.5707332003523825,1.360755664434709,0.8656225264535018,39500,True
1.1559867678572218,0.8754988186873743,0.8673302905234436,0.5862954193989331,1.5671779953068794,1.1741939319682395,12000,True
1.1376933926226203,0.881685198500669,0.7557363775703089,0.6126761662516058,1.5329861111705518,1.0914381772314503,13000,True
1.2749843399675722,0.8225835207903227,0.9154568247105948,0.645102244907347,1.5422959332727655,1.2847929667325897,12000,True
1.1863389091705363,0.8506810706798761,0.7968851191210433,0.7417780387345942,1.5884406213579254,1.3328326553446508,12500,True
0.7902673805485695,0.6661568648126979,0.493292958009178,0.4989956126370908,1.0746533730157495,0.7679692098177067,16000,True
1.209296042938606,0.7739369886048753,0.8335988981269192,0.6241571707405196,1.5507144450783652,1.327661349923463,11500,True
0.898340391470172,0.543890683044182,0.6997894715826783,0.4106605964575955,1.1853239740169224,0.7369726969576097,11500,True
0.8933026408076299,0.6191496014896426,0.6776277322506646,0.5161881853250154,1.269913613574311,0.7649007251099973,9000,True
1.1849034160822964,0.9431664294100857,0.7393016014388913,0.5790982275397132,1.6901139381338144,1.4716540859936618,13500,True
1.1242475836319454,0.7219158619239863,0.7678217290405306,0.6050383788236948,1.4330269533814017,1.1810408710932012,13500,True
1.0058033464053238,0.7827837864311158,0.7043500615432167,0.5362866095036866,1.3249941765000772,0.9421954840292173,12500,True
0.965989283027009,0.692991020897051,0.5530735190603262,0.4292365234957397,1.4437867624355247,1.2412191796746714,10000,True
