Threshold,Sample Efficiency,Percent Change
0.0,1.5010645304578246e-07,0.0
0.4,1.4414962608507098e-07,-3.968401650856838
0.49,1.4118868286765877e-07,-5.940963894073071
0.5800000000000001,1.3823602234139874e-07,-7.908008259154078
0.67,1.3605423245391278e-07,-9.361503324299953
0.76,1.3534310500059724e-07,-9.835252079857215
0.85,1.351381711785079e-07,-9.971777737436271
0.9400000000000001,1.473006007549787e-07,-1.8692416174459614
1.03,1.661158695104473e-07,10.665375231924228
1.12,2.2766444403673165e-07,51.668658753327556
1.21,1.824646873809703e-07,21.556857602463346
1.3,0.0,-100.0
