50,50,"[0.0, -3.968401650856838, -5.940963894073071, -7.908008259154078, -9.361503324299953, -9.835252079857215, -9.971777737436271, -1.8692416174459614, 10.665375231924228, 51.668658753327556, 21.556857602463346, -100.0]"
100,50,"[0.0, -3.968431103866953, -5.941007198633843, -7.908064838810989, -9.221307421640379, -9.407927283389641, -8.426234633329347, 2.1794999699069515, 21.49662198189194, 51.099776414206, 164.8927356249833, -100.0]"
